UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-528063da-820b-443a-bc84-acaa69d2e94e-de_DE-1;"Jungbanner, Das ~";;;;;67;"Bundesvorstand d. Reichsbanners";" Magdeburg";" 1930";;;
book-d0863427-1f10-45a7-b798-8984907b81e7-de_DE-1;"Jungenfahrten. Das österr. Jungenkorps";;;;;67;Eichendorff-Haus;" Wien";" 1932";;;
book-db0c2fc1-5907-42f4-8fed-9d2dcdbd4de2-de_DE-1;"Jungenlieder, Deutsche ~";;;;;67;Wolff;" Plauen";" 1930/31";;;
book-d4f535a5-0935-4e30-82eb-ebfdf65d77d2-de_DE-1;"Das Gesicht der Etappe";Viktor;Jungfer;;;67;Würtz;Berlin;1919;;;
book-0cd4f1d8-1c75-4468-9e14-3d1915c4d7e2-de_DE-1;"Mussolini und sein Gefolge";;"Junius Romanus";;;67;"Wiener Volksbuchh.";Wien;" 1928";;;
book-3d3b2aab-b53a-4bfa-ae98-7c646a8ec8f6-de_DE-1;"Die Leute von Gaidansk";Sergej;Jurin;;;67;Rowohlt;Berlin;1932;;;
book-17865bff-dc1d-4d90-bb1d-bd0eee14d9c2-de_DE-1;Stalin;"Artur W.";Just;;;67;Coleman;Lübeck;1932;;;
book-cf749df8-69a5-499a-84b7-795dac35762e-de_DE-1;"Militärmacht Sowjetunion";"Artur W.";Just;;;67;Korn;Breslau;1935;;;
book-c45b89e3-49bd-4451-abc1-dae4b4f85d94-de_DE-1;"Du sollst töten ...!";Valentin;Just;;;0;Selbstverl.;Klagenfurt;1930;;;
book-84100468-94cc-4484-9f73-68b5938c63aa-de_DE-1;"Justiz, Weisse ~ und Rote Hilfe";;;;;67;Mopr-Verl.;" Berlin";" 1926";;;
book-b06427f0-671d-41ff-b35b-ccf35f00781d-de_DE-1;"Iwanow, Iwan Ph. — Brief des Genossen Iwanow und Antwort des Genossen Stalin";;;1;;67;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1938";;;
book-4e2c2949-dd13-406e-bc1a-744c791e2766-de_DE-1;"Sämtliche Schriften";Wsjowolod;Iwanow;;;67;;;;;;
book-61bd9bc5-aca7-49df-b901-9d8d3f216ac1-de_DE-1;"Sämtliche Schriften";Christian;Kabaktschieff;;;67;;;;;;
book-d5cdd1f9-9b1b-47fd-b079-a2dcb27f2093-de_DE-1;"Der Detektiv. Teilw. auch u. d. T.: Harald Harst. Aus meinem Leben. Bd 1—270";Walter;Kabel;;;67;"Verl. mod. Lektüre";Berlin;1920/29;;;
book-96b164b7-d4fa-4c51-b4dd-de39f8db6818-de_DE-1;"Die Lotosblume der Vindhyaberge";Walter;Kabel;;;67;"Verl. mod. Lektüre";Berlin;1934;;;
book-0181bdcb-f6f6-4685-8a51-36046bb27be1-de_DE-1;"Stürme um Kap Marga";Walter;Kabel;;;67;"Verl. mod. Lektüre";Berlin;1934;;;
book-ec78b3f2-e4a9-40ba-926d-73e20a2e5366-de_DE-1;"Pao — Roman eines Negers";Illés;Kaczér;1;;67;Europa-Verl.;Zürich;1937;;;
book-81858b8b-3c7f-453b-ab49-77711318ea42-de_DE-1;"Insel der Leidenschaft";"Hermann Walter";Kaden;;;67;Arnold;Leipzig;1933;;;
book-ac1b54eb-a652-4e84-b8df-18cdcf35c3fd-de_DE-1;"Deine Geheimkräfte";Ernst;Kaempfe;;;67;Selbstverl.;Dresden;1931;;;
book-7f5a5c69-81a0-4901-bdd5-d50d6fe0f076-de_DE-1;"Die Dame als Magd";Martha;Kaegi;1;;67;"Oprecht & Helbling";Zürich;1931;;;
book-2ff47b55-2731-4b85-abc4-6cc10ffe3427-de_DE-1;"Kaempfer, Dem ~ für Frieden und Freiheit — Ernst Thälmann";;;1;;67;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1936";;;
book-8e166b39-5743-4365-a4d6-6bfdd0085618-de_DE-1;"Sämtliche Schriften";Erich;Kaestner;;;67;;;;;;
book-f29bd8c9-5ff8-4978-afa5-0411cba8a4f4-de_DE-1;"Einigungsämter und Kollektivverträge";Sigmund;Kaff;;;67;"Oesterr. Metallarbeiterverband";Wien;1920;;;
book-025796fb-c955-4202-90ff-757f7cc49870-de_DE-1;"Die Sozialisierung der Wirtschaft durch die Genossenschaften";Sigmund;Kaff;;;67;"Neue Erde";Wien;1920;;;
book-5251e033-2bbc-42fb-b452-fbb48a576578-de_DE-1;"Sämtliche Schriften";"Lazar M.";Kaganowitsch;;;67;;;;;;
book-73ea7c19-e1ae-4da0-b695-8fa0706eccc8-de_DE-1;"Sämtliche Schriften";Franz;Kafka;;;67;;;;;;
book-0f5cbf0a-c149-4f2b-80cd-54fc6a67da5a-de_DE-1;"Lehrjahre, harte Jahre";Moses;Kahana;1;;67;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-e59ae1a5-382c-4d26-922c-fc6eb5fc1bc7-de_DE-1;Mutter!;"Hans von";Kahlenberg;1;;67;Rascher;Zürich;1917;;;
book-5f108c59-61b7-48e7-b825-4b41a116a19c-de_DE-1;"Der deutsche Charakter in der Geschichte Europas";Erich;Kahler;1;;67;Europa-Verl.;Zürich;1937;;;
book-ffc4a9e0-eb10-43c3-ac19-a7887160f064-de_DE-1;"Kampf, Hundert Tage illegaler ~";;;1;;69;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1933";;;
book-47202367-e499-41dd-8ed1-a10a3e502777-de_DE-1;"Altrichter 1935";;Prag;;;69;"Verlagsgen. ausländ. Arbeiter";"— Moskau";" 1936";;;
book-aba25ab3-7cb0-48d9-b177-5accfb3bea9c-de_DE-1;"Kampf, Unser ~. 200 Beispiele aus d. antifaschistischen Kampf in Deutschl.";;;1;;0;;;;;;
book-da62618f-fda0-4e1c-a7c7-d6e8b4570a58-de_DE-1;"Sämtliche Schriften";Paul;Kampffmeyer;;;69;;;;;;
book-5262fe73-182f-4ca7-bba9-2cac32067440-de_DE-1;"Kampfgenoss. Ein Buch für die proletarische Jugend";;;;;69;Jugendinternationale;" Berlin";" 1928";;;
book-2e68d1fc-401c-4134-8e8a-54be1f852bfa-de_DE-1;"Kampflieder, Internationale ~";;;1;;69;"Dt. Staatsverl.";" Engels";" 1935";;;
book-5062a041-dee0-41b9-bd69-0b9fcd03db77-de_DE-1;"Strasse frei!";Oskar;Kanehl;;;69;Spartakus-Bund;Berlin;1928;;;
book-ad3b33d1-6b62-4d8a-8083-d39e7d1ac880-de_DE-1;"Verschwörer und Revolutionäre";M.;Kaniowski;;;69;"Neuer dt. Verl.";Berlin;1924;;;
book-f80cddc9-c2b8-4130-8ba3-ceee2ca6bd5e-de_DE-1;"Die Leonenrotte";Arno;Kansen;;;69;Wolff;Plauen;1933;;;
book-28d16430-7e94-466e-820e-27ef8c9bab8f-de_DE-1;"Sämtliche Schriften";"Otto Felix";Kanitz;;;69;;;;;;
book-364bd9d3-957d-4802-aa41-99f9954586cb-de_DE-1;"Sämtliche Schriften";Alfred;Kantorowicz;;;69;;;;;;
book-7acffa46-25f3-4519-91da-ddb939d7f991-de_DE-1;"Der Geist der englischen Politik und das Gespenst der Einkreisung Deutschlands";Hermann;Kantorowicz;;;69;Rowohlt;Berlin;1929;;;
book-52dc8242-41ab-40d3-9ea6-364bd82979f2-de_DE-1;"Psychoanalytische Probleme";Leo;Kaplan;;;69;Deuticke;Leipzig;1916;;;
book-fbf3cfb6-9121-4884-8d02-e2b0ad1b805a-de_DE-1;"Fabrik im Walde";Anna;Karawajewa;1;;69;"Verl. d. Jugendinternationale";Berlin;1930;"Verlagsgen. ausländ. Arbeiter";Moskau;1932
book-d197edbf-6e1f-4b2c-9fa6-9f3ebf0d8f21-de_DE-1;Aufbruch;Ernst;Kappeler;1;;69;Oprecht;Zürich;1938;;;
book-55cfe1de-b3c8-4f29-9f0c-0564ada5ca3c-de_DE-1;"Das Sägewerk";Anna;Karawajewa;;;69;"Der Bücherkreis";Berlin;1929;;;
book-c5d0f040-43d7-427a-87dc-80c053bf1ed7-de_DE-1;"Bist du für mich der richtige Mann? ... ";"Kurt Peter";Karfeld;;;0;Schönfeld;Berlin;1936;;;
book-8be8927f-daf2-451f-9434-6c62c3dfc659-de_DE-1;"Das Wunder der Handschrift";"Kurt Peter";Karfeld;;;69;Schönfeld;Berlin;1936;;;
book-8a637445-c395-40c7-902f-4b25726666f8-de_DE-1;"Amor und Psyche auf Reisen";Marta;Karlweis;;;69;Wegweiser-Verl.;Berlin;1928;;;
book-6dec442b-ff1b-4a1c-a29d-b2f7364c46e8-de_DE-1;"Jakob Wassermann";Marta;Karlweis;1;;69;Querido-Verl.;Amsterdam;1935;;;
book-a372c2fc-6299-44ab-98ad-665120b8c252-de_DE-1;"Die fünfte Liebe";Michail;Karpow;;;69;"Büchergilde Gutenberg";Berlin;1929;;;
book-3593547f-50ee-4923-9f2a-da91d1276fdb-de_DE-1;"Erotische Grosstadtbilder als Kulturphänomene";F.;Karsch-Haack;;;69;»Frauenliebe«;Berlin;1926;;;
book-765703f1-1e33-4315-a1cf-23e3943f6fba-de_DE-1;"Die Schule der werdenden Gesellschaft";Fritz;Karsen;;;69;Dietz;Stuttgart;1921;;;
book-a55f92f5-d45d-482e-a6a9-dc9a02352d43-de_DE-1;"Deutsche Versuchsschulen der Gegenwart u. ihre Probleme";Fritz;Karsen;;;69;Dürr;Leipzig;1923;;;
book-b3305c76-eeaa-4bbc-a024-11fa4af22419-de_DE-1;"Das Märchen von Aljoscha Rjasan und Gevatter Weissmeer";Leo;Kassil;1;;69;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-f8298c45-5c32-41ba-bd7d-82772b6c38ae-de_DE-1;"Hitler, podpalacz Europy";M.;Karski;1;;0;;Warschau;1932;;;
book-826fd0ef-1a93-45d3-a202-f1bdc79e6661-de_DE-1;"... es gibt ein anderes Amerika!";Israel;Kassvan;1;;0;Strom-Verl;Berlin;1930;;;
book-9fce47fb-b444-4d80-b558-5e4033ac1a86-de_DE-1;"Fahrten zu unseren Vorfahren";Walter;Katt;;;69;Marby-Verl.;Stutgartt;1935;;;
book-cc5e22b4-986b-46dd-b128-0776f5af1d7d-de_DE-1;"Die Defraudanten";Valentin;Katajew;;;69;Zsolnay;Wien;1928;;;
book-b787fb91-b754-4f5b-88cd-9c9384a8ec06-de_DE-1;"Onderwijs en nationaal-socialisme";"A. W.";Kersbergen;1;;71;"Van Gorcum & Co";Assen;1938;;;
book-b9b4cd54-cbad-4f40-9a07-9d8b5e698db4-de_DE-1;"Das Leben Lenins";"Platon M.";Kershenzew;1;;71;"Verlagsgen. ausländ. Arbeiter";Moskau;1937;"Freie Schweiz";Basel;1937
book-dcd6a36b-f47a-477b-a881-915f89f38dca-de_DE-1;"Das schöpferische Theater";"Platon M.";Kershenzew;;;71;Hoym;Hamburg;1922;;;
book-86fe741e-7ed3-4fcb-ab8b-1810838e5d8b-de_DE-1;Belladonna;Joseph;Kessel;;;71;Piper;München;1929;;;
book-bfa70166-9b72-4992-8321-d8b5105a734f-de_DE-1;"Sämtliche Schriften";Kurt;Kersten;;;71;;;;;;
book-279bece0-88a5-4bb7-9e60-1d4215dacb92-de_DE-1;"Beethoven der Europäer";Hermann;Kesser;1;;71;Oprecht;Zürich;1937;;;
book-40369f7b-0096-4977-9062-e3c99bc17a0b-de_DE-1;"Lukas Langkofler";Hermann;Kesser;;;71;"Rütten & Loening";Frankfurt;1926;;;
book-5ba5488a-8b71-4166-8dbb-2ef40b1aae47-de_DE-1;"Musik in der Pension";Hermann;Kesser;;;71;Zsolnay;Wien;1928;;;
book-06c9d299-1b82-4fdd-939b-4c28b6f560d5-de_DE-1;"Die Peitsche";Hermann;Kesser;;"Sämtliche Ausgaben";71;;;;;;
book-f57f0ea5-5355-4c42-a22a-f3d949a77078-de_DE-1;Strassenmann;Hermann;Kesser;;;71;"Rütten & Loening";Frankfurt;1926;;;
book-2cfbf595-cc3d-4b25-b2ee-249328f11ff0-de_DE-1;"Kampf und Aufbau!";Gerhard;Kessler;;;71;Meiner;Leipzig;1933;;;
book-ac9558db-04d1-47f2-93e0-0e4b314d8096-de_DE-1;"Wer zerstört die Familie?";G.;Kessler;;;71;Baake;Berlin;1895;;;
book-8e12d881-72b1-4ca7-b1c6-d913ad18b474-de_DE-1;"Sämtliche Schriften";"Harry Graf";Kessler;;;71;;;;;;
book-26aaf552-e4da-46f9-b335-f588d8e16c62-de_DE-1;"Sämtliche Schriften";Hermann;Kesten;;;71;;;;;;
book-d0f4bcf9-c19b-4714-ad41-c91f24848369-de_DE-1;"Sämtliche Schriften";Irmgard;Kenn;;;71;;;;;;
book-795f8dd3-b9a0-43ad-bd0e-ca24eafabf6c-de_DE-1;"Religion für Gegenwartsmenschen";Johannes;Keuchel;;;71;Selbstverlag;Danzig;1934;;;
book-6f60d0d7-6164-43ed-b007-cc00f75e5e87-de_DE-1;"Monte, der Rebell";"Botho von";Keyserlingk;;;71;Bokämper;Görlitz;1936;;;
book-36ea3d95-81f1-4907-8c81-9939a7e487f6-de_DE-1;"Foersters Religionsphilosophie u. der Katholizismus";"Franz Xaver";Kiefl;;;71;Auer;Donauwörth;1918;;;
book-cbe35eff-c8fd-4088-9ee2-e20225979e26-de_DE-1;"F. W. Foersters Stellung zum Christentum";"Franz Xaver";Kiefl;;;71;Auer;Donauwörth;1918;;;
book-d2cf7fb3-ff00-4c36-aa83-26f233a15063-de_DE-1;"Der politische Mord";Hans;Kilian;1;;71;Europa-Verl.;Zürich;1936;;;
book-abfef926-bc86-4541-b0c9-7f3c4468ce1f-de_DE-1;Frauen;Else;Kienle;;;71;Kiepenheuer;Berlin;1932;;;
book-b5d72bd4-f832-48ac-97bf-d6838449c2e7-de_DE-1;"Die Brockengasse";Peter;Kilian;1;;71;Oprecht;Zürich;1937;;;
book-44eb799e-44d6-4b0b-8ac5-5a733e136a7f-de_DE-1;"Sämtliche Schriften";Alfred;Kind;;;71;;;;;;
book-939e6e2e-8109-45db-a19d-3776350984b3-de_DE-1;"Flucht aus der Ehe";;"Kind, Alfred, u. Julian Herlinger";;;71;"Verl. f. Kulturforschung";Wien;" 1931";;;
book-a1809fd2-0fa2-496d-bbc6-b526536f36b0-de_DE-1;"Gefilde der Lust";;"Kind, Alfred, und Curt Moreck";;;71;"Verl. f. Kulturforschung";Wien;" 1930";;;
book-316682fe-7ce7-40fd-acb9-8d2f877bc7d4-de_DE-1;"Kinderherz und Kindersinn. Erzählungen u. Gedichte";;;;;0;Advent-Verl.;Hamburg;1912—1923;;;
book-5332292e-8f0c-43c9-a653-14347599e486-de_DE-1;"Kinderrepublik, Die rote ~. Zsgest. v. Andreas Gayk";;;;;71;Arbeiterjugend-Verl.;" Berlin";" 1928";;;
book-6caf8347-0631-4c28-96bf-57be0e5d7c68-de_DE-1;"Unter der Peitsche in Spanisch-Marokko vor und nach der Revolution";"Christian Heinrich";Kindler;;;71;Selbstverl.;Göppingen;1932;;;
book-d20315cc-1a26-482c-9e0b-a8cefaaf28f2-de_DE-1;"Kirche im Kampf. Hrsg. von Clemens Holzmeister";;;;;71;Seelsorger-Verl.;" Wien";" 1936";;;
book-06d93f88-f26f-4eed-a557-e1d24f768fdd-de_DE-1;"Mord nach der Uhr";Rufus;King;;;71;Amonesta-Verl.;Wien;1930;;;
book-766fc5cf-68c5-4453-a453-e8c4606e84c3-de_DE-1;"Handzeichnungen 1921—1930";Paul;Klee;;;73;"Müller & Kiepenheuer";Potsdam;1934;;;
book-c93c1afe-21e0-482b-8e55-3b2f21402c6f-de_DE-1;Muschkoten;Karl;Kleemann;;;73;Phönix-Verl.;Berlin;1930;;;
book-2f4ff577-6b76-4a27-bf50-03ed8f4bb264-de_DE-1;"Auf die Barrikaden?";Fritz;Klein;;;73;"Hanseat. Verl.-Anst.";Hamburg;1931;;;
book-ad683d6d-3015-497a-aa54-63e7af92f4c8-de_DE-1;"Die Psychoanalyse des Kindes";Melanie;Klein;;;73;"Internat. psychoanalyt. Verl.";Wien;1932;;;
book-92cb0006-ba35-4ef0-8ceb-7cbb8e2a5f22-de_DE-1;Geschäftsdemokratie;Oskar;Kleinschmied;;;73;Selbstverl.;Wien;1935;;;
book-ee191146-1f63-4429-995b-65f1a3d7b0d1-de_DE-1;"Deutsche Proleten bauen in Moskau";;"Klemm, Hans, u. Max Mielke";1;;73;"Verlagsgen. ausländ. Arbeiter";Moskau;" 1932";;;
book-37f18483-f7a8-49cc-83a3-a91999e7f4d7-de_DE-1;"Sammelalbum alter und neuer Zeichnungen";Heinrich;Kley;;;73;Langen;München;1923;;;
book-a15454aa-c73d-4fc7-ab02-ee79c32332d7-de_DE-1;Frauenspiegel;Rosa;Klinke-Rosenberger;1;;73;"Orell Füssli";Zürich;1919;;;
book-c70e291e-21f9-4380-916b-fb41ce2092fa-de_DE-1;"Letzte Erkenntnis";Friedrich;Klingler;;;73;"Hoffmann & Campe";Hamburg;1936;;;
book-00ab8efa-ffda-45f6-882b-7370b73a8579-de_DE-1;"Marschier oder krepier!";Fritz;Klose;;;73;"Traditionsverl. Kolk";Berlin;1930;;;
book-1c479d13-f8fa-4490-9c5c-1aa150db25e6-de_DE-1;"Kloester der Christenheit.";;;1;;73;;Pressburg;1901;;;
book-92b62095-d5c8-4b65-a2a1-d943472869db-de_DE-1;"Frauen (, die geliebt werden und Weiber, welche verbraucht werden)";Ernst;Klotz;;;73;Asa-Verl.;Leipzig;1931;;;
book-aacd1616-ced7-4dde-81ab-8eb70e5b0ada-de_DE-1;"Das Welt-Rätsel Mensch in alter und neuer Forschung";Ernst;Klotz;;;73;"Verl. d. Schönheit";Dresden;1921;;;
book-b653d2bc-b053-4c62-8a30-4932604ff76b-de_DE-1;"Sämtliche Schriften";Helmut;Klotz;;;73;;;;;;
book-b527a240-eb16-4bf2-9dd0-e5cbb094a4d6-de_DE-1;"Die neue Rasse";Karl;Klotz;;;73;Lebensborn-Verl.;Düsseldorf;1928;;;
book-4dcd1e29-ccb6-4b54-9b90-1025de574fdb-de_DE-1;"Die Sonnwendfeier im Dritten Reich";Luise;Klotz;;;73;"Neuer Berliner Buchvertrieb";Berlin;1934;;;
book-94b9abd7-4a85-414b-a662-06c39814e06c-de_DE-1;"August Bebel";Franz;Kluehs;;;73;Dietz;Berlin;1923;;;
book-14f8419f-d5c7-4b31-999d-1d4fa2998558-de_DE-1;"Werden und Wachsen der sozialistischen Bewegung";Franz;Kluehs;;;73;Arbeiterjugendverl.;Berlin;1929;;;
book-6f911561-7aea-4f76-a2c4-e3c2e1c66ea2-de_DE-1;"Russisch für deutsche Arbeiter. Fernunterricht";"W. N.";Klujewa;1;;73;"Verlagsgen. ausländ. Arbeiter";Moskau;1932/33;;;
book-c5929dce-8c1e-4f8b-bca7-1a7792f4fe8f-de_DE-1;"Kleinstadt unterm Hakenkreuz";"Otto Michael";Knab;1;;73;Räber;Luzern;1934;;;
book-4de88067-bd5b-455d-b3c6-e27a765d8bab-de_DE-1;"Ça ira!";Erich;Knauf;;;73;"Büchergilde Gutenberg";Berlin;1929;;;
book-d98b5491-8b97-452e-8ce2-24eb456e84b5-de_DE-1;Daumier;Erich;Knauf;;;73;"Büchergilde Gutenberg";Berlin;1931;;;
book-3e7fab56-611b-4624-8cda-958f6116fef9-de_DE-1;"Empörung und Gestaltung";Erich;Knauf;;;73;"Bücherilde Gutenberg";Berlin;1928;;;
book-d6be0fb2-367d-474b-a115-d2bdb6f74bd1-de_DE-1;"W. Wolodarski";W.;Knjasew;1;;73;Hoym;Hamburg;1922;;;
book-58ed6032-f3f9-4216-b221-91c167701f4b-de_DE-1;"Kleine Staatenkunde von Europa, auf geopolitischer Grundlage";Franz;Knieper;;;73;Schöningh;Paderborn;1936;;;
book-a7b208f9-4180-46ec-8f7b-ed2c42b7aace-de_DE-1;"Briefe aus dem Gefängnis";Johann;Knief;;;73;Seehof;Berlin;1920;;;
book-ba4e6988-564d-4f4d-886b-73020be0d30c-de_DE-1;"Austria and the Habsburgs";"W. J.";Knoch;;;73;Selbstverl.;Wien;1935;;;
book-07c73588-6d37-4114-b041-5e710345f812-de_DE-1;"Die Liebe der Wenigen";Ferdinand;Knoll;;;73;"Verl. Der Eigene";Berlin;1931;;;
book-d461ba15-54e1-4684-b093-0b2c77cd539b-de_DE-1;"Der 15. März 1928";Takisi;Kobayashi;;;73;Mopr-Verl.;Berlin;1932;;;
book-606bd517-ad3b-4e95-89f8-4e9c828e65cf-de_DE-1;"Juden und Judentum in deutschen Briefen aus drei Jahrhunderten";Franz;Kobler;;;73;Saturn-Verl.;Wien;1935;;;
book-c6cd95b6-d31e-412c-aad8-190ceeb9d71e-de_DE-1;"Ein spanisches Testament";Arthur;Koestler;1;;75;Europa-Verl.;Zürich;1938;;;
book-5639abe6-3498-438e-85f2-393da8f55ccc-de_DE-1;"Edles Menschentum, ein freireligiöses Lehrbuch";Hermann;Koestlin;;;75;Pfannkuch;Magdeburg;1916;;;
book-4fbfef8b-c5c5-40a4-94ed-d70e1aaba00b-de_DE-1;"Wilhelm II. Ein Film";Dosio;Koffler;;;75;Lucifer-Verl.;Berlin;1931;;;
book-289a89e4-dbc0-4f97-8545-8c8669de3782-de_DE-1;"Im Palaste der Mikroben";"Aage von";Kohl;;;75;"Haupt & Hammon";Leipzig;1918;;;
book-8082e338-9c0e-4e56-8e33-dd773eea44e9-de_DE-1;"Die Kulturanschauung des Sozialismus";David;Koigen;;;75;Dümmler;Berlin;1903;;;
book-c3a1350c-18c0-4a6b-b356-394513fe3d2f-de_DE-1;"Die politische Idee des Judentums";Hans;Kohn;;;75;"Meyer & Jessen";München;1924;;;
book-1f64f568-a678-4a4b-868f-b5290efc91a5-de_DE-1;Menschenköpfe;Oskar;Kokoschka;;;75;"Der Sturm";Berlin;1922;;;
book-f87e6bc6-9f6b-471b-b7e7-b093e7ac26d8-de_DE-1;"Der weisse Tiertöter";Oskar;Kokoschka;;;75;Genossenschaftsverl.;Wien;1920;;;
book-b8b6d894-1b1e-4231-8fd1-66dd0ca648c3-de_DE-1;"Zwanzig Zeichnungen";Oskar;Kokoschka;;;75;"Der Sturm";Berlin;1913;;;
book-bb0a7454-ebf8-40f7-912f-9f7e4da9bf4c-de_DE-1;"Sämtliche Schriften";Annette;Kolb;;;75;;;;;;
book-44218f78-061d-4c75-818c-3a977792446c-de_DE-1;"Im Lande der Galgen";W.;Kolaroff;;;75;Mopr-Verl.;Berlin;1926;;;
book-3cafd748-e50c-4497-b592-a56cd1aaa5df-de_DE-1;"Kollektivbauern über sich selbst";;;1;;75;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1932";;;
book-b517b99c-7bf2-4107-b30d-bd2b43639ab0-de_DE-1;"Weltwende. Neustadt i";Karl;Kolb;;;75;Selbstverl.;Schwarzw.;1931;;;
book-36ecf8da-2c2a-4beb-9191-60d799168518-de_DE-1;"Aktive und passive Judenpolitik";Max;Kollenscher;;;75;Mass;Berlin;1932;;;
book-69d598d4-a039-4581-a849-bdcfd7e56f26-de_DE-1;"Wissenschaft, Religion und Marxismus";E.;Kolman;1;;75;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-a19e6c76-3890-44a6-8dd2-6661910d5b2b-de_DE-1;"Sämtliche Schriften";"Alexandra M.";Kollontay;;;75;;;;;;
book-c5a72d10-fa3b-4bb1-a0cb-0ffed9cb5280-de_DE-1;"Psychoanalyse und Soziologie";Aurel;Kolnai;;;75;"Internat. psychoanalyt. Verl.";Wien;1920;;;
book-8d9007d5-dcae-4696-bf53-82184c763a29-de_DE-1;"Der Mann im Soldatenmantel";Michail;Kolzow;1;;75;"Verlagsgen. ausländ. Arbeiter";Moskau;1933;;;
book-5c27edae-2c7f-42bb-ada4-068cbfdf348c-de_DE-1;"Wir Sklaven von Surinam";"A. de";Kom;1;;75;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-aac3fbc7-86fe-463c-b2da-43aa9023b912-de_DE-1;"Komintern, Die ~ und die werktätige Frau";;;1;;75;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1935";;;
book-2d0124da-3484-4c62-aa05-3469d27d7e87-de_DE-1;"In den Klauen der Polizei";Felix;Kon;1;;75;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-6c454ef8-7bcb-4a87-9d17-c353efeb9252-de_DE-1;Gelb-Weiss;;Kondor;;;75;Weicher;Leipzig;" 1932";;;
book-03b2d7b5-db36-45fa-a321-32d5e7780532-de_DE-1;"Von Dir — und den andern mehr. Zirkus der Geschlechter";Kaete;Kongsback;;;75;Göpner;Hamburg;1928;;;
book-736f56db-92c5-4736-9ebc-d9aba83a8f08-de_DE-1;"Ein Jünger Platos";;Konradin;;;75;Spohr;Leipzig;" 1914";;;
book-b0c542d4-7522-4775-b011-1977e0d0ad63-de_DE-1;"Konzip-Ehekalender. Judendorf b";;;;;75;Konzip-Beratungsstelle;" Graz";" 1932";;;
book-d7368fae-bfb0-400e-beb6-7acbfed52653-de_DE-1;"Die Pflicht des Intelektuellen";Ernst;Kopp;1;;75;"Oprecht & Helbling";Zürich;1933;;;
book-8d9ff59b-2a36-4768-b285-9d30a6d6ae73-de_DE-1;"Pädagogische Irrwege oder Sadismus?";"D. K.";Korell;;;75;Bermühler;Berlin;1904;;;
book-5e326055-b919-4444-b6b3-0c10eba6bbaa-de_DE-1;"Die Arbeiterjugendbewegung";Karl;Korn;;;75;Arbeiterjugendverl.;Berlin;1924;;;
book-6d5dba73-a428-4f77-aec6-d1011dff9c2b-de_DE-1;"Volkskunde als gläubige Wissenschaft";Hans;Koren;;;75;Pustet;Salzburg;1936;;;
book-b9e4c3b1-40d9-4b67-96b2-f27433cbd3c1-de_DE-1;"Sämtliche Schriften";Karl;Kraus;;;77;;;;;;
book-1377f868-fd90-4606-84e4-5fdd4cac419c-de_DE-1;"Polizei-Terror gegen Kind und Kunst";Meta;Kraus-Fessel;;;77;Mopr-Verl.;Berlin;1927;;;
book-aa51a751-f49f-40c6-a0f9-65ed18e7dba8-de_DE-1;Frenzel-Akten;Gerda;Krause;;;77;Witte;Hannover;1931;;;
book-ad2db560-9272-48f2-8b3f-d90dab1b7583-de_DE-1;"Streifzüge im Reich der Frauenschönheit";"Friedrich Salomo";Krauss;;;77;Schumann;Leipzig;1903;Kosmos;Wien;1924
book-30345d14-ebbe-40d6-8bac-99d100f23cba-de_DE-1;"Erotische Zauberwahnprozesse zu Berlin im Jahre 1913";"Friedrich Salomo";Krauss;;;77;"Ethnol. Verl.";Leipzig;1913;;;
book-2061c3d8-282b-4236-9966-325cd6d9886a-de_DE-1;"Žórleško serbskich dwojospĕwow";Bjarnat;Krawc;;;77;"Maćica Serbska";Bautzen;1925;;;
book-abdb49e4-dde9-4750-b832-3516d03dc0c1-de_DE-1;"Die Frauenkammer";Hannah;Krautheim;;;77;Rummel;Berlin;1933;;;
book-fa450959-4cef-4974-ad0c-e0d128892d33-de_DE-1;"Judenverfolgung in Deutschland";Paul;Kreglinger;1;;77;Selbstverl.;Utrecht;1933;;;
book-26e793bd-6c9e-44c6-a044-9f55b37550fe-de_DE-1;"Ein Wort an die Arbeiterjugend";Karl;Kreibisch;;;77;"Wiener Volksbuchh.";Wien;1910;;;
book-bc8d2a1f-b56a-469c-a4b7-7751e48f3992-de_DE-1;"Wer hat Dollfuss ermordet?";Fritz;Kreisler;;;77;Gärtner;Bodenbach;1934;;;
book-47736683-7692-4f9f-999f-0175a8589c77-de_DE-1;"1935, das Schicksalsjahr Europas";Jonas;Kreppel;;;77;"Verl. »Das Buch«";Wien;1935;;;
